Frequency (Hz),Measured accelerations under no-load (m/s2),Measured accelerations under on-load (m/s2)
3760,0.020558645,0.002956802
3761,0.029901703,0.006193653
3762,0.036517274,0.009122219
3763,0.045898213,0.007277545
3764,0.056232983,0.004606972
3765,0.053582158,0.005900979
3766,0.042787992,0.014779359
3767,0.033462423,0.014203922
3768,0.022642086,0.010979892
3769,0.010155937,0.005711234
3770,0.015017112,0.011131773
3771,0.022173065,0.014863607
3772,0.03085512,0.016761351
3773,0.04031312,0.016950164
3774,0.045986346,0.01621648
3775,0.049812817,0.013211029
3776,0.047202439,0.006476795
3777,0.037936818,0.006351822
3778,0.031548604,0.007927626
3779,0.02593879,0.009621144
3780,0.021937013,0.006816527
3781,0.020381063,0.008469679
3782,0.013000712,0.009299106
3783,0.005206507,0.011329856
3784,0.021033278,0.007514615
3785,0.032106489,0.005567351
3786,0.038291881,0.004683453
3787,0.036140825,0.004335485
3788,0.026924412,0.00314211
3789,0.017865116,0.003711402
3790,0.00733764,0.006320596
3791,0.001676839,0.005764322
3792,0.003895059,0.004933922
3793,0.006667553,0.003355711
3794,0.009384678,0.001995646
3795,0.012914608,0.001055121
3796,0.019473059,0.00218858
3797,0.022599239,0.002469925
3798,0.021043026,0.006832816
3799,0.01327396,0.009016196
3800,0.007538184,0.008849788
3801,0.011537387,0.013350321
3802,0.019600059,0.0153569
3803,0.028794091,0.014077827
3804,0.033176501,0.011288848
3805,0.038207976,0.007069408
3806,0.040996148,0.004597925
3807,0.036312221,0.004259737
3808,0.027601271,0.007690348
3809,0.015053328,0.009750004
3810,0.008431328,0.012181446
3811,0.020513572,0.00978671
3812,0.032623994,0.009004603
3813,0.041234792,0.005211085
3814,0.044925224,0.001914549
3815,0.039733129,0.007678235
3816,0.030994004,0.013482716
3817,0.024646809,0.01320878
3818,0.021456603,0.015241573
3819,0.018818921,0.011838576
3820,0.012419245,0.007805337
3821,0.00818325,0.005156271
3822,0.006166143,0.005037215
3823,0.001962862,0.006810504
3824,0.009444377,0.001834425
3825,0.018046442,0.006384772
3826,0.024917083,0.011440291
3827,0.02839956,0.01745427
3828,0.027019779,0.018868155
3829,0.020069365,0.018524407
3830,0.010170108,0.010499612
3831,0.006536369,0.007730573
3832,0.014750041,0.006186746
3833,0.023475172,0.006238726
3834,0.027813175,0.001590736
3835,0.024993547,0.005699529
3836,0.02179846,0.006897291
3837,0.01462718,0.011519383
3838,0.001875376,0.015218878
3839,0.006018042,0.015024501
3840,0.010019803,0.015722831
3841,0.01467045,0.011174158
3842,0.011242632,0.00706714
3843,0.00802574,0.005129976
3844,0.012696348,0.003312045
3845,0.015056547,0.00326448
3846,0.018925026,0.004504085
3847,0.01914987,0.006408503
3848,0.014106857,0.006618753
3849,0.014858682,0.010971351
3850,0.017286655,0.010141364
3851,0.01553691,0.006910711
3852,0.012773543,0.006242602
3853,0.015133334,0.005564918
3854,0.019309245,0.010881609
3855,0.026333839,0.013918039
3856,0.034179292,0.017158462
3857,0.036554656,0.015381757
3858,0.032304279,0.010535405
3859,0.026930171,0.010055679
3860,0.019149726,0.009295182
3861,0.013859341,0.007430169
3862,0.019462043,0.007268606
3863,0.028812487,0.004227006
3864,0.036123264,0.005803719
3865,0.038543561,0.006485428
3866,0.039289725,0.011967884
3867,0.028530411,0.012598726
3868,0.015043872,0.013036156
3869,0.014256348,0.009147329
3870,0.013435902,0.00387977
3871,0.010790494,0.003409886
3872,0.014805004,0.014431615
3873,0.015129921,0.024042641
3874,0.017422881,0.036574107
3875,0.023511739,0.042065349
3876,0.021802403,0.045075209
3877,0.01606607,0.041620925
3878,0.008767603,0.027382622
3879,0.009082478,0.011958023
3880,0.015337679,0.006479357
3881,0.018422783,0.007595155
3882,0.01775062,0.00841067
3883,0.018797397,0.01271048
3884,0.024909832,0.013325234
3885,0.021995477,0.011540043
3886,0.014228376,0.011381246
3887,0.009660662,0.0085543
3888,0.006342257,0.007153856
3889,0.012284655,0.007985751
3890,0.017234644,0.005331941
3891,0.018821865,0.005578224
3892,0.017419915,0.003107196
3893,0.015468246,0.002813549
3894,0.017516364,7.90E-04
3895,0.019401544,0.005157716
3896,0.018081933,0.006774352
3897,0.013160514,0.006744462
3898,0.00615748,0.004578418
3899,0.006871714,0.005281045
3900,0.014621876,7.26E-05
3901,0.018500203,0.002846706
3902,0.02399355,0.006032397
3903,0.025072507,0.009813721
3904,0.014072966,0.010254181
3905,0.008629285,0.01107993
3906,0.013622211,0.00951694
3907,0.0165953,0.009670531
3908,0.020002218,0.008670777
3909,0.017049745,0.00855115
3910,0.015941016,0.009780916
3911,0.022896135,0.007224785
3912,0.023816033,0.008844589
3913,0.020939936,0.00759706
3914,0.01301284,0.003457072
3915,0.010439562,0.004443129
3916,0.015588476,0.01370267
3917,0.02021638,0.014433714
3918,0.021903714,0.016106422
3919,0.017497908,0.012604565
3920,0.010582491,0.006219786
3921,0.015894036,0.005249351
3922,0.022962807,0.007879358
3923,0.027946441,0.009611116
3924,0.032034338,0.006025016
3925,0.023609086,0.002652158
3926,0.012447503,0.00607693
3927,0.008482227,0.008323137
3928,0.013190962,0.008212234
3929,0.021606659,0.006728582
3930,0.027166736,0.002998547
3931,0.031763141,0.00406984
3932,0.028294538,0.004187266
3933,0.023746362,0.003636817
3934,0.018601259,0.00239818
3935,0.008842088,0.00498663
3936,0.01557891,0.004525701
3937,0.026767311,0.003848918
3938,0.036884312,0.004299872
3939,0.042927494,0.006537064
3940,0.042599368,0.003772848
3941,0.038032442,0.001870792
3942,0.03173834,0.0028344
3943,0.025741481,0.003587683
3944,0.020681995,0.003083157
3945,0.019601498,0.003350013
3946,0.016535922,0.003534154
3947,0.013722603,0.00790302
3948,0.016638689,0.00795876
3949,0.018488782,0.011050342
3950,0.022045432,0.009362167
3951,0.024284321,0.006412762
3952,0.024998045,0.006833376
3953,0.028175715,0.007742049
3954,0.029896844,0.00535471
3955,0.038390234,0.004513568
3956,0.045648851,0.010519952
3957,0.042530137,0.012958501
3958,0.039924113,0.016139623
3959,0.034757309,0.013741865
3960,0.027956562,0.011651841
3961,0.021275996,0.008418908
3962,0.010837131,0.002767633
3963,0.010865444,0.003377847
3964,0.018540583,0.010234734
3965,0.020236504,0.010617729
3966,0.018178873,0.011612816
3967,0.014347192,0.012250939
3968,0.014770994,0.011156696
3969,0.013930834,0.013737224
3970,0.011634417,0.013446937
3971,0.008341205,0.009814064
3972,0.00672922,0.007827066
3973,0.018294069,0.003920431
3974,0.02864668,0.002003051
3975,0.032230129,0.00185365
3976,0.030262503,0.001929393
3977,0.027553011,0.004973132
3978,0.023865732,0.008609367
3979,0.02159225,0.010847821
3980,0.021012697,0.012134364
3981,0.016675438,0.008973029
3982,0.01452169,0.003802393
3983,0.015248346,0.002522849
3984,0.016230248,0.005851338
3985,0.019290213,0.005879542
3986,0.020144157,0.008589051
3987,0.016982638,0.008331184
3988,0.015054678,0.008243482
3989,0.013838257,0.008791432
3990,0.011775071,0.007434231
3991,0.009199092,0.009439586
3992,0.004829792,0.006617045
3993,0.011243792,0.003591091
3994,0.022638707,0.005097519
3995,0.029185574,0.005735276
3996,0.03187011,0.005146908
3997,0.027794691,0.05657904
3998,0.022982684,0.164278371
3999,0.019629976,0.232926557
4000,0.01695652,0.228604708
4001,0.035664077,0.211178316
4002,0.044456337,0.131115964
4003,0.0480139,0.034043207
4004,0.045703327,0.014877346
4005,0.029705313,0.011022117
4006,0.017883516,0.012256449
4007,0.016873564,0.014887712
4008,0.024957673,0.013474471
4009,0.028693597,0.010595966
4010,0.026245673,0.008173868
4011,0.029233402,0.007290267
4012,0.026495742,0.007694551
4013,0.015557965,0.005573753
4014,0.016841993,0.004673071
4015,0.022576514,0.00686443
4016,0.025725001,0.005581957
4017,0.028054004,0.005783119
4018,0.021045229,0.007037992
4019,0.017301453,0.007805968
4020,0.017804709,0.014358218
4021,0.027006642,0.015220012
4022,0.039493571,0.015265828
4023,0.041347801,0.015514898
4024,0.034726407,0.008066903
4025,0.02317519,0.007128295
4026,0.008494018,0.007391179
4027,0.010145342,0.012434051
4028,0.015196775,0.011500115
4029,0.014414089,0.009382002
4030,0.011378513,0.00951288
4031,0.004306323,0.014496055
4032,0.009452855,0.013835866
4033,0.014295495,0.012049133
4034,0.016362585,0.008267572
4035,0.017760369,0.001462071
4036,0.012300496,0.002734576
4037,0.002148228,0.006005723
4038,0.011790971,0.004878593
4039,0.012907033,0.00318271
4040,0.009527027,0.001579022
4041,0.004608531,0.00775871
4042,3.89E-04,0.007930405
4043,0.003157039,0.010818684
4044,0.005804342,0.008872612
4045,0.008818239,0.005105365
4046,0.014318382,0.002391593
4047,0.025107091,0.003115355
4048,0.036735537,0.001820281
4049,0.043752547,0.003823451
4050,0.048173841,0.006855607
4051,0.044534376,0.006946006
4052,0.037340625,0.003776723
4053,0.034673345,0.005613871
4054,0.030210871,0.005243407
4055,0.023161113,0.005916186
4056,0.014283071,0.008825437
4057,0.008484738,0.00684068
4058,0.018042098,0.007568463
4059,0.021615844,0.008284345
4060,0.023246308,0.002370617
4061,0.022267486,0.001522101
4062,0.016358438,0.004474474
4063,0.010716586,0.004540141
4064,0.012239191,0.005617249
4065,0.011854005,0.007461884
4066,0.00995464,0.007942659
4067,0.013524297,0.009092255
4068,0.013047608,0.007300299
4069,0.009974631,0.005880829
4070,0.0107878,0.003472947
4071,0.007499878,0.004051451
4072,0.007599809,0.008992026
4073,0.009390649,0.008002462
4074,0.013799616,0.007242829
4075,0.017426407,0.001874126
4076,0.019040953,0.00868165
4077,0.013537065,0.012728344
4078,0.008563644,0.012746892
4079,0.008764124,0.010435
4080,0.011650099,0.008011913
4081,0.013495803,0.002988483
4082,0.014704416,0.004390902
4083,0.013278041,0.010074825
4084,0.010042824,0.010236947
4085,0.011167346,0.009990768
4086,0.010476724,0.00677495
4087,0.01063031,0.006996011
4088,0.013229557,0.006259347
4089,0.010537081,0.008358387
4090,0.004449808,0.009786643
4091,0.002171104,0.011510599
4092,0.007196878,0.010293561
4093,0.00507915,0.005595652
4094,0.001830787,0.005257254
4095,0.003802314,0.004390841
4096,0.009418913,0.003940297
4097,0.018924156,0.004289551
4098,0.029032143,0.000982485
4099,0.033741762,0.003919026
4100,0.032640368,0.007304627
4101,0.028291577,0.007948909
4102,0.017953874,0.00496338
4103,0.011415378,0.007096427
4104,0.012637505,0.006215437
4105,0.011061823,0.00703769
4106,0.007612387,0.011116275
4107,0.006948013,0.010250646
4108,0.004065254,0.010585998
4109,0.009065838,0.00933219
4110,0.010666284,0.007178547
4111,0.01197115,0.006638826
4112,0.01226403,0.005884368
4113,0.011083779,0.005928737
4114,0.005048062,0.002728128
4115,0.003929115,0.003212737
4116,0.012482362,0.008914087
4117,0.014488036,0.012069907
4118,0.014382984,0.015920905
4119,0.014133299,0.013577222
4120,0.00912897,0.00436161
4121,0.007521311,0.002421157
4122,0.008403513,0.016028081
4123,0.012477352,0.038119647
4124,0.01596983,0.053948161
4125,0.016918667,0.053159135
4126,0.015577333,0.053915587
4127,0.012380251,0.043020988
4128,0.00912171,0.01887889
4129,0.006345752,0.00793798
4130,0.006211927,0.005196684
4131,0.008207281,0.008124117
4132,0.011442727,0.013670367
4133,0.016568233,0.013417078
4134,0.017846763,0.014141547
4135,0.013570222,0.011754974
4136,0.005361953,0.006913453
4137,0.007203551,0.003294187
4138,0.008465161,0.001295757
4139,0.008613681,0.00202076
4140,0.00736196,0.001717478
4141,0.00477681,0.002937359
4142,0.006314103,0.001936184
4143,0.007800832,0.005166175
4144,0.011789246,0.006978222
4145,0.012187258,0.009953661
4146,0.009506043,0.009777776
4147,0.010422141,0.00731749
4148,0.016367536,0.006242551
4149,0.023117592,0.004289473
4150,0.022366974,0.004355897
4151,0.019688488,0.007535011
4152,0.015812653,0.00773402
4153,0.012425998,0.002788564
4154,0.018510409,0.007098077
4155,0.021641264,0.008061975
4156,0.017423152,0.010169702
4157,0.014002494,0.009304407
4158,0.016831349,0.007055978
4159,0.023760139,0.005411255
4160,0.030334213,5.37E-04
4161,0.032325904,8.21E-04
4162,0.027538948,0.002476154
4163,0.02141362,0.005343736
4164,0.017040156,0.009328024
4165,0.011237203,0.017847425
4166,0.006058347,0.022526592
4167,0.004281524,0.02385159
4168,0.003310308,0.018654283
4169,0.002961023,0.011559954
4170,0.006355389,0.008439426
4171,0.00513643,0.007810717
4172,6.69E-04,0.01038694
4173,0.003896751,0.01188062
4174,0.006824314,0.012393118
4175,0.011966582,0.013154922
4176,0.013209049,0.010155203
4177,0.012184114,0.009428614
4178,0.007884946,0.007791785
4179,0.003959163,0.009427192
4180,0.005557648,0.006664674
4181,0.001903624,0.002954243
4182,0.005828288,0.004147573
4183,0.008554968,0.003810076
4184,0.012647732,0.002228798
4185,0.00985995,0.002697635
4186,0.007717652,0.011393279
4187,0.009875716,0.013411515
4188,0.010083213,0.013833246
4189,0.010433021,0.011535356
4190,0.012028289,0.008684559
4191,0.014494106,0.009060026
4192,0.017139657,0.008991076
4193,0.017663396,0.010444452
4194,0.015388944,0.008132128
4195,0.013471581,0.007643542
4196,0.013611193,0.006613275
4197,0.014315827,0.006490411
4198,0.019732141,0.009596962
4199,0.02376654,0.009949071
4200,0.022463299,0.009844796
4201,0.023634173,0.005455065
4202,0.024194852,0.003682839
4203,0.022124666,0.002941792
4204,0.02124947,0.006285882
4205,0.020617727,0.005847343
4206,0.015773774,0.00537409
4207,0.004583159,0.004099583
4208,0.007815319,0.003217176
4209,0.014367998,0.00465675
4210,0.017654092,0.001813642
4211,0.015939045,0.003948757
4212,0.012920275,0.003711105
4213,0.008602139,0.007060215
4214,0.006487742,0.004665187
4215,0.009416858,0.003820685
4216,0.008729292,0.002275516
4217,0.008483096,0.00187017
4218,0.009202192,0.004543155
4219,0.010296041,0.004118901
4220,0.00925733,0.0073608
4221,0.005067665,0.009090295
4222,0.00356619,0.012830407
4223,0.003775542,0.015872331
4224,0.009936705,0.016235881
4225,0.016013167,0.017143828
4226,0.017894461,0.012344114
4227,0.015442691,0.005377991
4228,0.010351585,0.003964888
4229,0.006178307,0.010099081
4230,0.00860415,0.012773458
4231,0.01179542,0.014534301
4232,0.010139347,0.012232263
4233,0.009368108,0.005991255
4234,0.006497378,0.0047943
4235,0.005683865,0.006160479
4236,0.007334693,0.007990984
4237,0.007172174,0.010677711
4238,0.009703888,0.009758065
4239,0.010556545,0.010949573
4240,0.009536407,0.010478981
4241,0.00987773,0.006508963
4242,0.007158485,0.005427796
4243,0.004364013,0.001490195
4244,0.00219529,0.002028825
4245,0.002847409,0.00765939
4246,0.005060164,0.007826294
4247,0.008407835,0.01243905
4248,0.01136575,0.026839315
4249,0.013300657,0.034439746
4250,0.012843404,0.037339023
4251,0.012654614,0.032573066
4252,0.017080821,0.020048811
4253,0.020023392,0.009185204
4254,0.01912475,0.00592323
4255,0.01548362,0.005373952
4256,0.01267198,0.007913482
4257,0.010636486,0.009628288
4258,0.00866582,0.010041976
4259,0.008467055,0.010884233
4260,0.008159808,0.006424223
4261,0.007340191,0.0050544
4262,0.005774445,0.00258554
4263,0.006814899,0.003536112
4264,0.006248224,0.002243335
4265,0.005816675,0.002770056
4266,0.004334837,0.003466204
4267,0.004062205,0.008001672
4268,0.006241198,0.00825361
4269,0.004059571,0.008421725
4270,0.002822675,0.00706045
4271,0.008791819,0.006543929
4272,0.015292526,0.007668025
4273,0.013451795,0.007880603
4274,0.006992046,0.012689606
4275,0.005387321,0.012401794
4276,0.006554251,0.008079259
4277,0.003486538,0.007107254
4278,0.009609009,0.001695774
4279,0.014491795,0.001390184
4280,0.015294918,0.004093413
4281,0.014762059,0.006579905
4282,0.012081006,0.009858573
4283,0.007426756,0.01436998
4284,0.002592367,0.015879891
4285,0.002843682,0.01530141
4286,0.002633251,0.012340589
4287,0.002840228,0.00675956
4288,0.001576878,0.003653264
4289,0.002233357,0.002673113
4290,0.006696394,0.005718401
4291,0.009239721,0.010440818
4292,0.012036474,0.013424238
4293,0.015381098,0.014075896
4294,0.016249739,0.009471172
4295,0.016339553,0.003556053
4296,0.019720955,0.004945247
4297,0.021464523,0.010798303
4298,0.019769651,0.012953872
4299,0.015322814,0.011031259
4300,0.006632034,0.010459808
4301,0.002147416,0.007066192
4302,0.003879528,0.005473089
4303,0.002289102,0.001215563
4304,0.002717702,0.003736022
4305,0.004995649,0.009149237
4306,0.006477045,0.011727223
4307,0.01421973,0.011341473
4308,0.020598653,0.006635676
4309,0.019957619,0.00600429
4310,0.016998187,0.006014442
4311,0.012373738,0.004556555
4312,0.009019815,0.004514417
4313,0.007835087,0.002573061
4314,0.007431377,0.005972223
4315,0.007491368,0.007441315
4316,0.005892412,0.010596702
4317,0.007840443,0.007660258
4318,0.009219511,0.006619851
4319,0.010791434,0.002679185
4320,0.015958839,9.43E-04
4321,0.018544352,9.44E-04
4322,0.019032511,0.002499674
4323,0.023835891,0.004896051
4324,0.029601482,0.002719492
4325,0.03162179,9.47E-04
4326,0.030909886,0.006111591
4327,0.029704919,0.008166114
4328,0.027947145,0.010179361
4329,0.027189907,0.009391798
4330,0.025806872,0.005037612
4331,0.020977909,0.004072078
4332,0.018739243,0.00447662
4333,0.015039333,0.004384974
4334,0.008744183,0.006873699
4335,0.001381557,0.006575374
4336,0.007421028,0.003382529
4337,0.011316837,0.002857242
4338,0.007703043,0.008192674
4339,0.007283857,0.007637845
4340,0.011621622,0.007270568
4341,0.015721278,0.002670647
4342,0.015921012,0.00574093
4343,0.015630492,0.008158436
4344,0.013023053,0.008796835
4345,0.010261746,0.008285723
4346,0.012541618,0.008466487
4347,0.021976989,0.006868124
4348,0.034900802,0.009897155
4349,0.036041746,0.006487533
4350,0.035232129,0.004714467
4351,0.029624203,0.005692902
4352,0.017222444,0.011399398
4353,0.0106956,0.01449758
4354,0.009384692,0.017104368
4355,0.006891713,0.016268014
4356,0.009188063,0.011652964
4357,0.015354876,0.007723494
4358,0.016397222,0.002720357
4359,0.013392542,0.002234274
4360,0.009334863,0.006304815
4361,0.006656705,0.007877686
4362,0.008975747,0.006322173
4363,0.010309992,0.006646135
4364,0.013117584,0.004213616
4365,0.011798933,0.003912058
4366,0.007979299,0.006518158
4367,0.008686967,0.005992486
4368,0.013475157,0.009543777
4369,0.015886927,0.010969098
4370,0.015435585,0.011902771
4371,0.011259314,0.009454473
4372,0.005413257,0.012966959
4373,0.007855132,0.043488407
4374,0.012093554,0.077758845
4375,0.014144012,0.087477548
4376,0.011263795,0.087219502
4377,0.008369088,0.073921093
4378,0.006215621,0.040007232
4379,0.002060993,0.013338913
4380,0.00224569,0.012589132
4381,0.007459685,0.011515458
4382,0.009020861,0.01085153
4383,0.007442306,0.012379009
4384,0.005337281,0.014297032
4385,0.002903814,0.015135961
4386,0.002151436,0.009626621
4387,0.00115104,0.006554266
4388,0.006498763,0.007208775
4389,0.01084282,0.00813105
4390,0.008750343,0.008341419
4391,0.005818099,0.006851249
4392,0.004129422,0.005107269
4393,0.007697677,0.006439822
4394,0.011166013,0.008716384
4395,0.010601181,0.008268383
4396,0.007296002,0.009012734
4397,0.003605942,0.005759372
4398,0.001177938,0.002240324
4399,4.11E-04,0.008798902
4400,9.02E-04,0.010427232
4401,0.001194831,0.013095431
4402,0.006688715,0.01532917
4403,0.013366167,0.010506854
4404,0.016824782,0.009022218
4405,0.018572407,0.006211882
4406,0.017760279,0.002649882
4407,0.013628528,8.64E-04
4408,0.008442613,0.005683143
4409,0.00518815,0.004836906
4410,0.006006417,0.005029576
4411,0.010667449,0.00311202
4412,0.017488614,0.002312659
4413,0.025301124,0.002720622
4414,0.027391796,0.002799076
4415,0.023903274,0.00894357
4416,0.019908986,0.011367812
4417,0.0158399,0.01053112
4418,0.014901242,0.007862697
4419,0.017006925,0.004889361
4420,0.015052944,0.008939855
4421,0.012337008,0.012877675
4422,0.007040963,0.010151863
4423,0.004547448,0.007469017
4424,0.010758179,0.007093082
4425,0.012746156,0.005079071
4426,0.015922197,0.006805229
4427,0.016801721,0.005059222
4428,0.013237781,0.004515738
4429,0.014639566,0.003703589
4430,0.016060769,0.007452399
4431,0.018620867,0.007637546
4432,0.017729455,0.011306553
4433,0.01328945,0.011982056
4434,0.008633786,0.01473103
4435,0.001952969,0.014624776
4436,0.0049969,0.011242772
4437,0.009850635,0.009963827
4438,0.017330507,0.007248396
4439,0.022513741,0.00474304
4440,0.022604079,0.00516122
4441,0.01917583,0.005902335
4442,0.015747997,0.007350098
4443,0.020171963,0.005878843
4444,0.024161373,0.009573405
4445,0.025697691,0.009014294
4446,0.025905798,0.007458641
4447,0.023445182,0.007972485
4448,0.023620123,0.010111059
4449,0.020609802,0.013982808
4450,0.014756278,0.0136936
4451,0.013237765,0.01670094
4452,0.010411675,0.014144357
4453,0.011425067,0.009906952
4454,0.016234558,0.005482171
4455,0.020498843,0.002902316
4456,0.026167496,0.002534442
4457,0.029012718,0.005119719
4458,0.030942746,0.003603323
4459,0.030213678,0.006229449
4460,0.031207652,0.00881721
4461,0.030640806,0.010330082
4462,0.019425449,0.01443553
4463,0.007407765,0.013805366
4464,0.006034517,0.012155466
4465,0.009143949,0.004952275
4466,0.01079701,8.70E-04
4467,0.013756409,0.002982178
4468,0.019860843,0.005569925
4469,0.02887935,0.006935829
4470,0.037118702,0.008507349
4471,0.036220904,0.007056405
4472,0.031405653,0.006733571
4473,0.033152375,0.006363339
4474,0.035627629,0.009441085
4475,0.031363045,0.012613385
4476,0.028836129,0.015659205
4477,0.027128257,0.017924735
4478,0.030857033,0.013179774
4479,0.039652748,0.00712479
4480,0.040642166,0.001895694
4481,0.033621007,0.003119297
4482,0.020237333,0.003508598
4483,0.008684339,0.005131198
4484,0.005400366,0.006867502
4485,0.010226057,0.002849163
4486,0.012490674,0.002764203
4487,0.008469226,0.002000055
4488,0.009176499,0.002351551
4489,0.013714624,0.005351441
4490,0.015403321,0.007180878
4491,0.014549748,0.008527415
4492,0.010730119,0.004493361
4493,0.010225925,0.007397981
4494,0.012632128,0.007746178
4495,0.013902673,0.008946421
4496,0.012662901,0.007721597
4497,0.012009024,0.011459295
4498,0.009027124,0.014420844
4499,0.004166567,0.009048392
4500,0.004122232,0.00609564
4501,0.008856766,0.012820054
4502,0.009494226,0.022948997
4503,0.017729821,0.025584857
4504,0.026888644,0.016700309
4505,0.030307086,0.004898395
4506,0.02990176,0.005169199
4507,0.025704258,0.012617361
4508,0.016785548,0.015320921
4509,0.009322321,0.014036103
4510,0.006246548,0.011672399
4511,0.008728582,0.007848095
4512,0.013960934,0.007169826
4513,0.020034472,0.006697708
4514,0.021410278,0.010770873
4515,0.017674273,0.011898736
4516,0.018602105,0.013272042
4517,0.019577118,0.011732463
4518,0.01828111,0.006265094
4519,0.017970103,0.005112526
4520,0.018040532,0.004975073
4521,0.015045472,0.004243137
4522,0.010523371,0.00325231
4523,0.008973164,0.002889878
4524,0.013869073,0.009500255
4525,0.015194952,0.011918908
4526,0.011988783,0.013759139
4527,0.010843608,0.009444437
4528,0.006473705,0.00514162
4529,0.003000678,0.008256357
4530,0.011126683,0.007575348
4531,0.017176108,0.009109788
4532,0.020116401,0.012028667
4533,0.016087566,0.012373123
4534,0.009535177,0.009603655
4535,0.004023403,0.004350341
4536,0.00326217,0.008970246
4537,0.00368625,0.015626488
4538,0.00413949,0.014450234
4539,0.006840188,0.012203508
4540,0.012318051,0.009828712
4541,0.015782384,0.005879999
4542,0.008133932,0.004270387
4543,0.004266308,0.002008808
4544,0.010322863,0.003598963
4545,0.016194541,0.009587472
4546,0.017963893,0.011914923
4547,0.018775514,0.013851846
4548,0.03242576,0.009546887
4549,0.036574806,0.003060808
4550,0.03403133,0.005533273
4551,0.025426218,0.007011916
4552,0.014417491,0.008032212
4553,0.011350699,0.009900912
4554,0.014624748,0.007117208
4555,0.018508349,0.006996752
4556,0.020988632,0.008120156
4557,0.019351457,0.004532638
4558,0.011843737,0.0032048
4559,0.004802149,0.004073542
4560,0.003389131,0.004441683
4561,0.006745426,0.006065732
4562,0.00989114,0.007720986
4563,0.01384171,0.007693447
4564,0.010655392,0.010824594
4565,0.002834646,0.00983781
4566,0.007331416,0.008314319
4567,0.011240154,0.012492069
4568,0.008863671,0.019515925
4569,0.004145925,0.020697346
4570,0.002582122,0.016009723
4571,0.012041181,0.013240152
4572,0.019071781,0.00736741
4573,0.017583183,0.007144904
4574,0.0122488,0.005001325
4575,0.00808537,0.006398394
4576,0.004983569,0.00770941
4577,0.003842238,0.00586743
4578,0.011873118,0.006319829
4579,0.019233822,0.004983186
4580,0.015275545,0.003342751
4581,0.010413864,0.004021
4582,0.006622533,0.002523429
4583,0.003513634,0.001245431
4584,0.002737128,8.32E-04
4585,0.002832062,0.004271462
4586,7.53E-04,0.007004045
4587,0.00459471,0.006261813
4588,0.010310784,0.007161171
4589,0.012647825,0.007082621
4590,0.010661952,0.005264822
4591,0.007686242,0.005903191
4592,0.003889424,0.004841909
4593,0.005943768,0.009025299
4594,0.013237558,0.012763167
4595,0.017647414,0.016203101
4596,0.024485284,0.012588611
4597,0.034165228,0.007090983
4598,0.0431474,0.002001965
4599,0.041273063,0.005581545
4600,0.030474964,0.007681119
4601,0.021198456,0.011136102
4602,0.015055252,0.010917664
4603,0.012121496,0.016171911
4604,0.011826337,0.018159247
4605,0.016272133,0.019200524
4606,0.013750396,0.015873433
4607,0.00721107,0.0129616
4608,0.003687034,0.009371951
4609,0.010943812,0.003580648
4610,0.021748918,0.005696854
4611,0.028574038,0.007753854
4612,0.026781976,0.011038695
4613,0.018674278,0.00711741
4614,0.015746296,0.004352809
4615,0.024928294,0.003667944
4616,0.03682419,0.01040642
4617,0.041377035,0.010127649
4618,0.040773284,0.009472986
4619,0.036367784,0.006388665
4620,0.029931692,0.003802238
4621,0.020126501,0.004793292
4622,0.020035164,0.006202722
4623,0.036756416,0.008498466
4624,0.047202016,0.01619683
4625,0.044977869,0.021968893
4626,0.047393343,0.025545262
4627,0.048083277,0.026690024
4628,0.05003504,0.016782204
4629,0.059175538,0.009037191
4630,0.052831123,0.004222654
4631,0.037135232,0.002872126
4632,0.022359838,0.004139792
4633,0.013923159,0.00350319
4634,0.022599029,0.005178805
4635,0.030315734,0.002982639
4636,0.03629502,0.001804673
4637,0.028919755,0.001280256
4638,0.019701291,0.004282177
4639,0.034258927,0.003095016
4640,0.04759516,0.00310344
4641,0.05606175,0.001907652
4642,0.050183286,0.005898346
4643,0.03316859,0.008221022
4644,0.021023781,0.008300827
4645,0.021073065,0.011093093
4646,0.033879369,0.008459587
4647,0.050320809,0.008392066
4648,0.066195147,0.006794707
4649,0.069430925,0.006508378
4650,0.051080858,0.003587901
4651,0.030263239,0.001622695
4652,0.016706682,0.00318652
4653,0.027152967,0.006111379
4654,0.03162166,0.007200947
4655,0.029105249,0.006355232
4656,0.026524477,0.007931429
4657,0.024946548,0.006208108
4658,0.018856978,0.005382018
4659,0.021977368,0.001974524
4660,0.041112586,0.003463413
4661,0.051617121,0.004325596
4662,0.052535015,0.007146845
4663,0.048901182,0.005196554
4664,0.03980374,0.007030685
4665,0.03736805,0.008368113
4666,0.040862158,0.009965565
4667,0.045138643,0.009705966
4668,0.054278767,0.008388501
4669,0.055861591,0.006986351
4670,0.046617942,0.007505072
4671,0.033635629,0.008725664
4672,0.020829591,0.010939007
4673,0.012216665,0.012918333
4674,0.010555377,0.014281091
4675,0.006671279,0.012133059
4676,0.011786027,0.005481385
4677,0.028065703,0.001675094
4678,0.036012332,0.00460208
4679,0.036529905,0.00643451
4680,0.027071887,0.00483562
4681,0.016095374,0.004558157
4682,0.009043092,0.004587838
4683,0.004983012,0.008615379
4684,0.004515651,0.008064604
4685,0.008257342,0.008580957
4686,0.018278498,0.006666294
4687,0.02413426,0.002550193
4688,0.023662727,0.004500607
