Frequency (Hz),Measured accelerations under no-load (m/s2),Measured accelerations under on-load (m/s2)
1901,0.025787755,0.051233047
1902,0.012122522,0.042536521
1903,0.005697796,0.028823916
1904,0.014871005,0.016853359
1905,0.01686603,0.014928968
1906,0.011187195,0.013113711
1907,0.007189281,0.01886053
1908,5.47E-04,0.0199443
1909,0.010509786,0.020718871
1910,0.014628891,0.019013784
1911,0.018949996,0.015172963
1912,0.026515349,0.014253284
1913,0.033535971,0.016061289
1914,0.039473736,0.014839365
1915,0.038223789,0.005849994
1916,0.029922135,0.00352248
1917,0.022307642,0.007569544
1918,0.019324285,0.014803736
1919,0.02292087,0.015513323
1920,0.024843884,0.018447001
1921,0.024884213,0.022065984
1922,0.022539505,0.02342078
1923,0.013437918,0.024972464
1924,0.007491272,0.027726723
1925,0.01976099,0.021485213
1926,0.026871525,0.016862085
1927,0.028525771,0.011586126
1928,0.028069057,0.004672848
1929,0.025225583,0.006128496
1930,0.017851004,0.006776982
1931,0.014894608,0.008140576
1932,0.021180035,0.005207755
1933,0.028325387,0.002576903
1934,0.037458543,0.004460087
1935,0.033708908,0.007874308
1936,0.020128186,0.00879165
1937,0.01301596,0.007197837
1938,0.013768328,0.013634406
1939,0.015144638,0.018246207
1940,0.015859455,0.020841129
1941,0.015551652,0.020956186
1942,0.016478011,0.015504759
1943,0.018151032,0.009312932
1944,0.013932551,0.008242632
1945,0.01182549,0.016248607
1946,0.014598074,0.02136609
1947,0.020287528,0.023384986
1948,0.029521358,0.024483367
1949,0.037580688,0.021143466
1950,0.040992303,0.018523965
1951,0.038436531,0.015274553
1952,0.024683931,0.012329517
1953,0.007200646,0.003788868
1954,0.015196116,0.007222078
1955,0.026571221,0.016446945
1956,0.028133899,0.029398884
1957,0.025719669,0.033067975
1958,0.022570183,0.030138389
1959,0.018388576,0.025550681
1960,0.015790752,0.018819374
1961,0.012986442,0.013030516
1962,0.007854915,0.004018252
1963,0.018149596,0.005884879
1964,0.027282483,0.013189364
1965,0.03001387,0.018780006
1966,0.026873208,0.015920906
1967,0.016642009,0.007897416
1968,0.010701006,0.007574237
1969,0.013825242,0.009176888
1970,0.016844003,0.011024506
1971,0.019554983,0.010340368
1972,0.019931712,0.008775217
1973,0.014474119,0.004289165
1974,0.016372207,0.001124908
1975,0.030057091,0.003042127
1976,0.043753687,0.003537527
1977,0.045098544,0.00271504
1978,0.036995101,0.008177401
1979,0.021543095,0.008224338
1980,0.012495181,0.011282977
1981,0.022767661,0.013471072
1982,0.029482909,0.021198327
1983,0.036775894,0.024930983
1984,0.042106231,0.018876535
1985,0.048186542,0.01282592
1986,0.050832148,0.013579935
1987,0.051324137,0.012323302
1988,0.050025388,0.008117861
1989,0.041376114,0.004620165
1990,0.032178639,0.003635302
1991,0.021712496,0.005008109
1992,0.016416124,0.01032374
1993,0.025425577,0.012879134
1994,0.031554629,0.015467609
1995,0.035233161,0.017235694
1996,0.038540001,0.042291036
1997,0.040863427,0.225005948
1998,0.076300204,0.651564221
1999,0.114785746,0.944599588
2000,0.126448543,0.959275532
2001,0.120103449,0.911263094
2002,0.08179373,0.581961212
2003,0.044346664,0.1473082
2004,0.032443043,0.01247467
2005,0.023656108,0.022468478
2006,0.027691922,0.013729666
2007,0.034185616,0.002575339
2008,0.028483635,0.013277523
2009,0.017483369,0.022066846
2010,0.010034103,0.025171474
2011,0.005067095,0.031854304
2012,0.009010334,0.030912406
2013,0.029305322,0.029071312
2014,0.045263227,0.030929692
2015,0.050962322,0.025474568
2016,0.050138932,0.018822001
2017,0.0354159,0.012179663
2018,0.017008644,0.009649021
2019,0.011639729,0.005461994
2020,0.01050908,0.00241518
2021,0.010276539,0.009866263
2022,0.017469299,0.007833668
2023,0.044581988,0.022682118
2024,0.061589575,0.043577158
2025,0.066512158,0.052429295
2026,0.068806089,0.052911501
2027,0.044394684,0.03486149
2028,0.033666423,0.013075602
2029,0.04042328,0.015803484
2030,0.037108092,0.013547664
2031,0.034471665,0.008017809
2032,0.027486112,0.006495023
2033,0.016177998,0.004558114
2034,0.011834991,0.004495978
2035,0.028995322,0.008913283
2036,0.039221809,0.01016096
2037,0.043798099,0.014315819
2038,0.045434019,0.016185589
2039,0.039710052,0.018898581
2040,0.035434409,0.017572764
2041,0.041838422,0.022074328
2042,0.04757776,0.023528106
2043,0.051856004,0.026738187
2044,0.055193332,0.032626083
2045,0.045036554,0.030489658
2046,0.032385742,0.016635835
2047,0.035823868,0.006987809
2048,0.043554005,0.01076993
2049,0.047247111,0.017152233
2050,0.039187769,0.016046682
2051,0.034371316,0.018181836
2052,0.035912221,0.018129787
2053,0.04248103,0.018692529
2054,0.062055578,0.022110422
2055,0.064112434,0.023740601
2056,0.050236115,0.023977054
2057,0.033576786,0.024345492
2058,0.014745206,0.027854877
2059,0.013690368,0.02736534
2060,0.013319244,0.027449735
2061,0.008168361,0.028895786
2062,0.007398836,0.028074412
2063,0.009817515,0.03025146
2064,0.021831283,0.022436613
2065,0.021224312,0.011869544
2066,0.019833225,0.010069635
2067,0.013877278,0.020243587
2068,0.014297319,0.029523451
2069,0.026607472,0.035320462
2070,0.040303327,0.030064357
2071,0.050813374,0.021774146
2072,0.049978411,0.016849882
2073,0.033062025,0.014740413
2074,0.01139843,0.01732779
2075,0.0150112,0.01921612
2076,0.021805657,0.018052877
2077,0.014836436,0.017386629
2078,0.032736799,0.018916969
2079,0.045077906,0.022169963
2080,0.046153105,0.015719061
2081,0.046109692,0.007467691
2082,0.058019308,0.0050604
2083,0.061338502,0.017338628
2084,0.049180121,0.022372887
2085,0.04717909,0.023641453
2086,0.054700368,0.020427951
2087,0.05619375,0.01939092
2088,0.044896515,0.016484149
2089,0.034702939,0.011501503
2090,0.025536558,0.009794599
2091,0.025581881,0.007600331
2092,0.024535549,0.001497738
2093,0.010851556,0.005497459
2094,0.010775191,0.003238667
2095,0.023214547,0.007212696
2096,0.031863148,0.012176048
2097,0.037188907,0.01428054
2098,0.023463718,0.020546279
2099,0.029709981,0.032179663
2100,0.040295227,0.043632469
2101,0.051701328,0.048442736
2102,0.04538098,0.043714105
2103,0.032867807,0.028919334
2104,0.018175306,0.011169613
2105,0.015860303,0.009875447
2106,0.042170267,0.017593371
2107,0.072209035,0.023280193
2108,0.091149126,0.023274644
2109,0.082148301,0.024246027
2110,0.059305472,0.018163281
2111,0.033577774,0.010977549
2112,0.017968108,0.009771969
2113,0.028109759,0.012230974
2114,0.01557591,0.013952691
2115,0.01641605,0.012590055
2116,0.021009674,0.00399153
2117,0.020421272,0.008601233
2118,0.010869988,0.009350254
2119,0.011226514,0.015754751
2120,0.021572679,0.022029078
2121,0.020285452,0.026635447
2122,0.013804753,0.03417997
2123,0.016481818,0.040119547
2124,0.026094679,0.045822011
2125,0.045573737,0.046264348
2126,0.049804863,0.046578641
2127,0.028947183,0.045360082
2128,0.006303503,0.031273073
2129,0.024649262,0.017508104
2130,0.05517656,0.012241701
2131,0.07216464,0.007718313
2132,0.078191094,0.005998465
2133,0.085729901,0.003964884
2134,0.083482495,0.002929068
2135,0.074110884,0.006830826
2136,0.075502758,0.01471884
2137,0.084765836,0.020665996
2138,0.097752425,0.02162175
2139,0.111505076,0.017298054
2140,0.10474234,0.014128636
2141,0.071629055,0.009052379
2142,0.050515363,0.005409606
2143,0.046196416,0.004431451
2144,0.052373296,0.008343422
2145,0.055620276,0.014341429
2146,0.036804642,0.019434505
2147,0.020169466,0.025278081
2148,0.022326916,0.032616158
2149,0.03848228,0.031922491
2150,0.053197208,0.032222532
2151,0.050959501,0.030383587
2152,0.04009913,0.017493682
2153,0.019989029,0.01075089
2154,0.008654603,0.014293802
2155,0.022772695,0.018736628
2156,0.037607177,0.019355355
2157,0.05850792,0.009329014
2158,0.056955908,0.010064184
2159,0.030407043,0.012595147
2160,0.021218464,0.017872089
2161,0.033442969,0.025447165
2162,0.021827878,0.024718554
2163,0.004812573,0.019170666
2164,0.020365501,0.012949167
2165,0.033353488,0.009348993
2166,0.041724797,0.01053975
2167,0.05015812,0.007368805
2168,0.063851669,0.003073063
2169,0.069096779,0.006798725
2170,0.066581006,0.007769045
2171,0.063598734,0.008169833
2172,0.05995238,0.006285952
2173,0.05818028,0.006113445
2174,0.054596662,0.008629228
2175,0.054596476,0.012130471
2176,0.054504358,0.014601201
2177,0.04523253,0.016259954
2178,0.047297991,0.011424104
2179,0.050879851,0.005445518
2180,0.057078545,0.003563335
2181,0.074898807,0.012934777
2182,0.075232457,0.013387521
2183,0.065425206,0.01038608
2184,0.060091137,0.006502943
2185,0.049586508,0.002457195
2186,0.045832926,0.005015299
2187,0.043924161,0.010071865
2188,0.037841301,0.014247136
2189,0.033878249,0.019000968
2190,0.019355969,0.018403444
2191,0.012701772,0.014869003
2192,0.011183912,0.014396511
2193,0.018558639,0.015950807
2194,0.039634121,0.017190645
2195,0.044895382,0.012033453
2196,0.038809554,0.009211831
2197,0.034935291,0.002693178
2198,0.036956781,0.014899572
2199,0.042921993,0.019071177
2200,0.050038442,0.021262197
2201,0.054724932,0.021854047
2202,0.052327243,0.019727624
2203,0.042545277,0.021473451
2204,0.02496381,0.023459486
2205,0.020533446,0.027145589
2206,0.02659101,0.025753366
2207,0.031617449,0.024282697
2208,0.039209638,0.020290059
2209,0.044667408,0.013928619
2210,0.04189595,0.012909573
2211,0.042713802,0.013841839
2212,0.050155818,0.01612869
2213,0.048385735,0.020534684
2214,0.037406795,0.022218071
2215,0.024118292,0.021377142
2216,0.014157094,0.015502932
2217,0.017643454,0.009598529
2218,0.034408166,0.004046339
2219,0.047391715,0.007778756
2220,0.043372284,0.008326156
2221,0.023429087,0.015638136
2222,0.0047921,0.020380588
2223,0.018963075,0.02566955
2224,0.025262496,0.025519552
2225,0.027188857,0.022876775
2226,0.024235803,0.022866911
2227,0.023913618,0.017540868
2228,0.028829424,0.009523767
2229,0.031943185,0.002734125
2230,0.027551759,0.008763549
2231,0.021578293,0.01546374
2232,0.015174039,0.019045099
2233,0.017653828,0.019415761
2234,0.018809028,0.015145042
2235,0.011422096,0.013626346
2236,0.005344713,0.014729708
2237,0.006185828,0.016266602
2238,0.007822173,0.015232795
2239,0.012544714,0.013903244
2240,0.018731548,0.013142699
2241,0.019797885,0.008796404
2242,0.015138538,0.00641218
2243,0.009605631,0.008931652
2244,0.005411093,0.012601852
2245,0.015009865,0.016422644
2246,0.019492263,0.018713289
2247,0.017642549,0.109079772
2248,0.010422763,0.3451342
2249,0.015055706,0.503900164
2250,0.026967275,0.508479688
2251,0.03292039,0.476537694
2252,0.025899934,0.299298272
2253,0.020587035,0.074524317
2254,0.016848841,0.00163933
2255,0.015474653,0.00220428
2256,0.0204115,0.007331335
2257,0.022826389,0.01053685
2258,0.020738825,0.011945911
2259,0.018176423,0.017650112
2260,0.020077258,0.018968614
2261,0.022811859,0.01409032
2262,0.0247958,0.007655045
2263,0.02512991,0.005318796
2264,0.019749847,0.007980953
2265,0.00594141,0.007845931
2266,0.018940933,0.009651901
2267,0.027562112,0.007590992
2268,0.028735521,0.011595265
2269,0.027044772,0.013590913
2270,0.021441458,0.011832691
2271,0.019043796,0.007058522
2272,0.023582289,0.009234738
2273,0.026859183,0.018819527
2274,0.02600503,0.023737504
2275,0.021231381,0.028200165
2276,0.016513843,0.024281372
2277,0.011703282,0.014567078
2278,0.008558018,0.007568307
2279,0.012520771,0.007966758
2280,0.01186808,0.00496994
2281,0.008117205,0.005071544
2282,0.007712856,0.012839032
2283,0.013532546,0.019010205
2284,0.015589131,0.02252338
2285,0.022256244,0.017482758
2286,0.034074978,0.011375233
2287,0.033843791,0.005011615
2288,0.02341142,0.004414681
2289,0.016609638,0.003910908
2290,0.018728172,0.008792188
2291,0.021276495,0.015969461
2292,0.018931345,0.016863266
2293,0.019807632,0.010064162
2294,0.020809763,0.007526496
2295,0.018699731,0.010448068
2296,0.014089129,0.011513978
2297,0.007824491,0.010590721
2298,0.001358286,0.011245737
2299,0.002232941,0.012402874
2300,0.003520071,0.014755503
2301,0.003814496,0.013220557
2302,0.010582898,0.009197049
2303,0.01516622,0.009055691
2304,0.009467014,0.004739962
2305,0.005845408,0.004442943
2306,0.003258025,0.010005527
2307,0.002201498,0.011633611
2308,0.008935619,0.01332716
2309,0.018306442,0.012817047
2310,0.025801106,0.010874265
2311,0.028362125,0.012536042
2312,0.025136787,0.014208722
2313,0.021919157,0.018818253
2314,0.021610037,0.020898487
2315,0.022385962,0.02347041
2316,0.023017407,0.021996506
2317,0.022170201,0.016859434
2318,0.020568776,0.01238041
2319,0.022336155,0.002515398
2320,0.022086936,0.004694905
2321,0.013436737,0.006845962
2322,0.019969691,0.013687866
2323,0.038821958,0.023337689
2324,0.044819078,0.02611986
2325,0.036173372,0.022514573
2326,0.021837348,0.016161416
2327,0.005696101,0.012175262
2328,0.015784242,0.021047702
2329,0.02402951,0.020172632
2330,0.028602542,0.017551217
2331,0.028168234,0.009984365
2332,0.021523949,0.005649879
2333,0.009982612,0.008862911
2334,0.006280995,0.005238292
2335,0.006355257,0.007616926
2336,0.003674976,0.006910303
2337,0.008788698,0.007997567
2338,0.015449487,0.004440009
2339,0.013935794,0.001584984
2340,0.003531437,0.00533372
2341,0.010148231,0.006111618
2342,0.020131594,0.010415969
2343,0.026737278,0.015990492
2344,0.027783259,0.01651302
2345,0.026608211,0.019519578
2346,0.025733056,0.017952816
2347,0.019655684,0.016933958
2348,0.011211694,0.019872451
2349,0.008426455,0.025597645
2350,0.010668457,0.027869552
2351,0.020849759,0.024391545
2352,0.029517051,0.019094875
2353,0.035645744,0.009575102
2354,0.034877326,0.011544835
2355,0.03169723,0.013812934
2356,0.033185789,0.015791507
2357,0.028891839,0.015458794
2358,0.021317545,0.014665237
2359,0.019008556,0.009919842
2360,0.017181563,0.011052838
2361,0.02112691,0.012568766
2362,0.026427746,0.017873117
2363,0.030339878,0.01994537
2364,0.030601295,0.02035789
2365,0.027135057,0.016747836
2366,0.023140072,0.010261344
2367,0.018009354,0.006738762
2368,0.013890506,4.92E-04
2369,0.014488755,0.004754852
2370,0.016940801,0.009329507
2371,0.013093599,0.00675274
2372,0.008808694,0.009596178
2373,0.014617979,0.023243078
2374,0.020376177,0.048899451
2375,0.019870522,0.062820923
2376,0.012220222,0.062243883
2377,0.008834188,0.051416787
2378,0.025250521,0.029218991
2379,0.030467584,0.017219957
2380,0.036515022,0.00961065
2381,0.036538469,0.004873089
2382,0.030935956,0.014409351
2383,0.0275198,0.022890507
2384,0.023220966,0.023864882
2385,0.017712031,0.017585196
2386,0.011592364,0.008062703
2387,0.010181256,7.50E-04
2388,0.013593143,0.005740092
2389,0.020714207,0.008969069
2390,0.023459869,0.010360587
2391,0.01718707,0.009202144
2392,0.011673213,0.009100932
2393,0.007716296,0.005809917
2394,0.006825076,0.007147086
2395,0.010792046,0.008242443
2396,0.012201868,0.005038203
2397,0.012975456,0.004392657
2398,0.014837618,0.02048299
2399,0.012875315,0.029441856
2400,0.015830853,0.034659346
2401,0.02649773,0.030390032
2402,0.029326217,0.019384641
2403,0.02465123,0.009958699
2404,0.021866854,0.005530991
2405,0.01663673,0.005351254
2406,0.012123935,0.005210884
2407,0.014178278,0.005405245
2408,0.021709489,0.007438643
2409,0.02922725,0.006850534
2410,0.028662021,0.004761671
2411,0.023795507,0.007137198
2412,0.016785097,0.004871424
2413,0.007584783,0.002127513
2414,0.007996781,0.003581854
2415,0.018220605,0.002487976
2416,0.022664775,0.003581985
2417,0.020116972,0.005414533
2418,0.017698829,0.006113648
2419,0.016783929,0.010389904
2420,0.021638734,0.01645711
2421,0.022426674,0.025069106
2422,0.014991092,0.02703969
2423,0.008867865,0.023942144
2424,0.020249649,0.018828696
2425,0.029612412,0.010427443
2426,0.037429102,0.008100199
2427,0.036324167,0.006886883
2428,0.025427897,0.004964275
2429,0.017572006,0.00516626
2430,0.013116657,0.006914392
2431,0.016195479,0.011006933
2432,0.019519868,0.015087136
2433,0.015055816,0.015764828
2434,0.013642146,0.015885868
2435,0.015866868,0.009860077
2436,0.014319845,0.006471136
2437,0.010571801,0.001407
2438,0.00407225,0.006747359
2439,0.004813782,0.008002297
2440,0.013639025,0.008013169
2441,0.01738466,0.009825695
2442,0.01721808,0.01489925
2443,0.017797437,0.021225479
2444,0.015607687,0.026277559
2445,0.014228135,0.02957772
2446,0.012450493,0.027480212
2447,0.01214602,0.024969822
2448,0.0218898,0.019027801
2449,0.027595546,0.011269498
2450,0.027217074,0.007378937
2451,0.028832904,0.002497896
2452,0.025658633,0.007632394
2453,0.01821267,0.006502727
2454,0.015106142,0.008367745
2455,0.011623565,0.008095532
2456,0.006840162,0.005515199
2457,0.012737006,0.001769603
2458,0.012370198,0.005010132
2459,0.007774608,0.006332117
2460,0.006092017,0.006546084
2461,0.007484834,0.008268304
2462,0.00592597,0.005085971
2463,0.005228815,0.001503427
2464,0.00634463,0.006545147
2465,0.011454211,0.007821449
2466,0.011630003,0.004725412
2467,0.005968605,0.002363982
2468,0.004932663,0.006345909
2469,0.007145107,0.011413637
2470,0.009113973,0.016441778
2471,0.00922114,0.017845073
2472,0.009413563,0.023814107
2473,0.011675726,0.052823616
2474,0.013886733,0.071846366
2475,0.01503661,0.070067093
2476,0.013790566,0.066648986
2477,0.011333553,0.044443342
2478,0.013814589,0.019030553
2479,0.011573703,0.01160791
2480,0.006190531,0.017919303
2481,0.003746902,0.023842481
2482,0.001240319,0.019096931
2483,0.001860123,0.014807312
2484,0.002747024,0.010261037
2485,0.005010496,0.006288226
2486,0.007435908,0.005003588
2487,0.011101791,0.005117564
2488,0.010108964,0.006050232
2489,0.01150412,0.00185036
2490,0.01296746,0.001567358
2491,0.015004921,0.003832092
2492,0.017741462,0.002962352
2493,0.014911851,0.003331049
2494,0.006695369,0.007361663
2495,0.002651176,0.006526986
2496,0.007177992,0.005282433
2497,0.009486994,0.064766147
2498,0.050861908,0.211618616
2499,0.074204821,0.316727043
2500,0.075138453,0.327407514
2501,0.070073022,0.311848111
2502,0.037667526,0.209364249
2503,0.010070955,0.067067263
2504,0.01700111,0.014700503
2505,0.012596538,0.010007009
2506,0.011894559,0.007734911
2507,0.013881066,0.003455399
2508,0.009390406,0.00800654
2509,0.002431529,0.011581768
2510,0.002915556,0.016406845
2511,0.007357505,0.01566344
2512,0.006755283,0.014835826
2513,0.001891337,0.012233621
2514,0.003193081,0.010860889
2515,0.007314129,0.013096089
2516,0.007293333,0.016040758
2517,0.00311476,0.017616769
2518,0.006350745,0.015440638
2519,0.010892599,0.016006184
2520,0.015499567,0.015757823
2521,0.019226377,0.011241622
2522,0.028785424,0.006013777
2523,0.038025173,0.005543073
2524,0.044366307,0.01016513
2525,0.044548202,0.012248601
2526,0.035298883,0.010779383
2527,0.020114713,0.007728634
2528,0.009474682,0.001796956
2529,0.01225486,0.005658066
2530,0.014858283,0.00703621
2531,0.015408144,0.007392502
2532,0.013045218,0.009064651
2533,0.0095018,0.009158934
2534,0.009854385,0.011074282
2535,0.008551055,0.011225171
2536,0.003209972,0.009215963
2537,0.004191026,0.01126515
2538,0.010174934,0.00993415
2539,0.011344801,0.005894057
2540,0.010271995,0.005266097
2541,0.009097276,0.004736277
2542,0.00848501,0.011103224
2543,0.00983735,0.019928618
2544,0.010120312,0.022415603
2545,0.009368639,0.0247282
2546,0.008471529,0.021197952
2547,0.005012497,0.014343913
2548,0.005011064,0.005965877
2549,0.005037945,0.003286246
2550,0.002647913,0.003873763
2551,0.00191155,0.001869809
2552,0.003464407,9.11E-04
2553,0.010245984,0.002657539
2554,0.014208586,0.002335825
2555,0.016799702,0.002210368
2556,0.016478084,0.00444678
2557,0.01295819,0.008776533
2558,0.005944625,0.009261527
2559,0.003261654,0.008474221
2560,0.007162301,0.007810478
2561,0.011328773,0.009166316
2562,0.014251401,0.01214
2563,0.012699645,0.013398263
2564,0.012923413,0.015177571
2565,0.011267898,0.017394807
2566,0.003341069,0.013418186
2567,0.007889081,0.008916
2568,0.015504517,0.005432994
2569,0.020742607,0.002820801
2570,0.020532861,0.002034489
2571,0.013204303,0.007653096
2572,0.006102295,0.012583352
2573,0.011510854,0.012852318
2574,0.016345364,0.009633907
2575,0.018492607,0.007107233
2576,0.018158897,0.008313557
2577,0.01623033,0.010120674
2578,0.014453866,0.011024643
2579,0.011374094,0.011094618
2580,0.008078188,0.013132276
2581,0.010846227,0.011070019
2582,0.018543983,0.008453487
2583,0.024578497,0.014183838
2584,0.022932886,0.017070816
2585,0.019010165,0.014146419
2586,0.013425461,0.010143835
2587,0.001849653,0.004752647
2588,0.010669806,0.007454589
2589,0.018391917,0.006050276
2590,0.024810745,0.004530352
2591,0.02850695,0.004570885
2592,0.02666573,0.0068184
2593,0.021333484,0.007311542
2594,0.011739242,0.007825711
2595,0.0068737,0.00485876
2596,0.005990208,0.007982838
2597,0.005755524,0.012641208
2598,0.011279187,0.02147319
2599,0.016796501,0.020077042
2600,0.019186645,0.016034061
2601,0.019585347,0.013793623
2602,0.014117751,0.00662087
2603,0.007101483,0.004967485
2604,0.003401064,0.002071014
2605,0.004667262,0.007515224
2606,0.010918607,0.007048667
2607,0.013917825,0.005862159
2608,0.012637562,0.001649938
2609,0.00838526,0.00819818
2610,0.002693345,0.011444682
2611,0.009772088,0.012993997
2612,0.014018919,0.009442438
2613,0.017334344,0.004375672
2614,0.02035247,0.00300192
2615,0.019642023,0.009697913
2616,0.017143259,0.012301939
2617,0.013231285,0.016614381
2618,0.014678168,0.01491187
2619,0.019056405,0.01389773
2620,0.023050167,0.014599876
2621,0.027697592,0.016338665
2622,0.03702143,0.012915064
2623,0.059042914,0.063791116
2624,0.072856224,0.104789993
2625,0.066535547,0.111302196
2626,0.050625962,0.110004839
2627,0.018368395,0.078471942
2628,0.017987738,0.026298206
2629,0.028631697,0.006347702
2630,0.023499981,0.010436171
2631,0.018925064,0.01250822
2632,0.012986126,0.013451567
2633,0.01565153,0.010845014
2634,0.016122556,0.004923651
2635,0.012295406,0.006299231
2636,0.009673615,0.010001633
2637,0.008503694,0.008008769
2638,0.008986603,0.009208324
2639,0.015653355,0.011132402
2640,0.018506134,0.013650005
2641,0.017973424,0.013841685
2642,0.019091589,0.00830099
2643,0.016605995,0.006409469
2644,0.014618067,0.003474072
2645,0.014407371,0.004782484
2646,0.01199222,0.004374095
2647,0.009171867,0.005397639
2648,0.016926347,0.013560018
2649,0.03101914,0.022688466
2650,0.039954432,0.026143798
2651,0.040137019,0.027239236
2652,0.037405561,0.019301559
2653,0.034185916,0.011473743
2654,0.02996889,0.006880689
2655,0.025190024,0.004820941
2656,0.015683239,0.005284292
2657,0.007241076,0.0139566
2658,0.007974545,0.021782031
2659,0.012487583,0.028413554
2660,0.013931483,0.029791559
2661,0.015265242,0.025702438
2662,0.01594898,0.020384712
2663,0.015704232,0.020068193
2664,0.017778771,0.021807711
2665,0.017680409,0.021827765
2666,0.018497466,0.015229088
2667,0.019965072,0.01166263
2668,0.019713456,0.007265065
2669,0.018237806,0.004504316
2670,0.015416751,0.00887833
2671,0.01180192,0.011829539
2672,0.007914563,0.015829428
2673,0.008362172,0.020464471
2674,0.00706361,0.018796536
2675,0.007686005,0.014560846
2676,0.00964481,0.008285181
2677,0.01043226,0.007917042
2678,0.012589921,0.009796857
2679,0.013634784,0.010626472
2680,0.008839946,0.008263545
2681,0.007263594,0.0070389
2682,0.007354748,0.005274217
2683,0.00811698,0.006874164
2684,0.004919504,0.004598537
2685,0.002940599,0.003589463
2686,0.007197616,0.001630881
2687,0.005598044,0.005922059
2688,0.005901611,0.009541767
2689,0.00895489,0.011867588
2690,0.011900364,0.013199273
2691,0.014976618,0.017002933
2692,0.015361203,0.01777635
2693,0.011050689,0.015671058
2694,0.005199849,0.016815527
2695,0.004353167,0.013583639
2696,0.007534296,0.013744129
2697,0.006968423,0.014301767
2698,0.004336441,0.014992027
2699,0.015194259,0.01507029
2700,0.02277643,0.012246084
2701,0.027719441,0.014209028
2702,0.027612589,0.014105945
2703,0.022140542,0.011088231
2704,0.01678331,0.008745209
2705,0.010162249,0.0035481
2706,0.003710646,0.002117598
2707,0.00306864,0.003857476
2708,0.007613634,0.005634856
2709,0.013674811,0.006773539
2710,0.019478071,0.004660721
2711,0.02271907,0.004966011
2712,0.027328933,0.01154275
2713,0.02995538,0.013921987
2714,0.026537835,0.012783772
2715,0.020202422,0.009813405
2716,0.012242724,0.001101131
2717,0.00822565,0.005373863
2718,0.010317552,0.010536723
2719,0.010143731,0.009162946
2720,0.011765341,0.008796529
2721,0.014867982,0.011937959
2722,0.015364153,0.017322037
2723,0.009278862,0.022977726
2724,0.003834717,0.021038988
2725,0.008334815,0.014812994
2726,0.0100127,0.01666252
2727,0.008917828,0.015422311
2728,0.00435874,0.015270782
2729,0.003666202,0.015095643
2730,0.003834192,0.011858673
2731,0.004040939,0.009931878
2732,0.008000724,0.005879648
2733,0.014789754,0.003665659
2734,0.020300736,0.005825161
2735,0.024016266,0.007258285
2736,0.024038736,0.006030183
2737,0.016830148,0.004857208
2738,0.010600898,0.003202103
2739,0.017503516,0.006556908
2740,0.025012256,0.011302826
2741,0.029276118,0.011222376
2742,0.028591284,0.011450338
2743,0.024781338,0.01180448
2744,0.019383781,0.010548622
2745,0.018200644,0.011842922
2746,0.02431501,0.014465997
2747,0.072982318,0.037892999
2748,0.174960124,0.090185594
2749,0.229786922,0.120391418
2750,0.231272958,0.117492799
2751,0.219419458,0.101989121
2752,0.137266801,0.058606776
2753,0.045111674,0.011885157
2754,0.015759399,0.008371545
2755,0.010729991,0.011026322
2756,0.005933219,0.010219121
2757,0.005798751,0.008326739
2758,0.010089412,0.0054498
2759,0.016727513,0.002740985
2760,0.022089117,0.003630451
2761,0.018625246,0.003225065
2762,0.009551883,0.001131509
2763,0.002293361,0.001173192
2764,0.007591974,0.004412152
2765,0.007937499,0.006415138
2766,0.003495573,0.006700036
2767,0.00445157,0.004223627
2768,0.007275306,0.002369902
2769,0.007241921,0.005694263
2770,0.004605348,0.013133484
2771,0.003734169,0.015902241
2772,0.019929985,0.01449599
2773,0.054374735,0.022360475
2774,0.07603173,0.032651798
2775,0.077905157,0.031541287
2776,0.069551023,0.029685569
2777,0.036430845,0.015504801
2778,0.002476203,0.002805649
2779,0.006445479,0.005469801
2780,0.002727622,0.009760949
2781,0.004360386,0.016334128
2782,0.005702977,0.014552459
2783,0.004556313,0.010109438
2784,0.006199842,0.007286899
2785,0.014173669,0.007738238
2786,0.011218493,0.006599051
2787,0.008947225,0.004146814
2788,0.013779578,0.001193471
2789,0.017959672,0.008111464
2790,0.017977731,0.010764353
2791,0.019823109,0.014119073
2792,0.020876026,0.016170635
2793,0.019636266,0.016338806
2794,0.01276052,0.019243147
2795,0.00583341,0.01520939
2796,0.002505952,0.007908363
2797,0.008951251,8.46E-04
2798,0.02299805,0.002703669
2799,0.030976559,0.005919652
2800,0.03357487,0.008070415
2801,0.030239305,0.00524381
2802,0.018191888,0.005304958
2803,0.009072413,0.005609102
2804,0.004174832,0.006685583
2805,0.00756128,0.007081582
2806,0.017838572,0.001614883
2807,0.024647772,0.004689996
2808,0.022454175,0.012677254
2809,0.014063177,0.016221002
2810,0.003556859,0.01621792
2811,0.009313048,0.012238905
2812,0.017698981,0.004905537
2813,0.020984531,0.003082199
2814,0.019315193,0.00445378
2815,0.017270062,0.005032029
2816,0.015432472,0.00678769
2817,0.014543599,0.013649282
2818,0.015069525,0.016608929
2819,0.013923128,0.017065517
2820,0.01322181,0.012847888
2821,0.010548525,0.010919329
2822,0.005578443,0.008679079
2823,0.003393949,0.006872959
2824,0.008161284,0.010437728
2825,0.01450534,0.008918398
2826,0.019549619,0.009217515
2827,0.019695125,0.006939534
2828,0.017251466,0.005092499
2829,0.015395504,0.005493518
2830,0.014878861,0.005888577
